Well,H3BO3[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM]
A1,0.019871433220891823,0.2057181714707134,2.365079713885357,0.021242698427533315,6.375749172292411,4.320422525776165,21.65290102385834,2.260717329788308e-05,0.0013055032912230055,8.94099088180904e-05,0.0006049580991208327,0.0005500703109386347
A2,0.019871433220891823,0.2057181714707134,2.365079713885357,0.021242698427533315,6.375749172292411,4.320422525776165,21.65290102385834,2.260717329788308e-05,0.0013055032912230055,8.94099088180904e-05,0.0006049580991208327,0.0005500703109386347
A3,0.019871433220891823,0.2057181714707134,2.365079713885357,0.021242698427533315,6.375749172292411,4.320422525776165,21.65290102385834,2.260717329788308e-05,0.0013055032912230055,8.94099088180904e-05,0.0006049580991208327,0.0005500703109386347
A4,0.003918248915877177,1.8836625323793361,0.7990893989021151,0.00953217095859219,8.860594843649588,3.425573990105282,15.010087892458984,0.0001021636191714882,0.00025458285500890054,0.0009375580588041555,0.006663241185467974,0.00019144945038129625
A5,0.003918248915877177,1.8836625323793361,0.7990893989021151,0.00953217095859219,8.860594843649588,3.425573990105282,15.010087892458984,0.0001021636191714882,0.00025458285500890054,0.0009375580588041555,0.006663241185467974,0.00019144945038129625
A6,0.003918248915877177,1.8836625323793361,0.7990893989021151,0.00953217095859219,8.860594843649588,3.425573990105282,15.010087892458984,0.0001021636191714882,0.00025458285500890054,0.0009375580588041555,0.006663241185467974,0.00019144945038129625
A7,0.0009277020729606753,0.11470383163627612,0.7491036528463653,0.024391658009361713,8.910734047526637,3.2780691265569413,39.314072303414314,0.0002446392738567893,0.0011653042557203685,9.939566943096144e-05,0.004753475394689642,5.7324874793569094e-05
A8,0.0009277020729606753,0.11470383163627612,0.7491036528463653,0.024391658009361713,8.910734047526637,3.2780691265569413,39.314072303414314,0.0002446392738567893,0.0011653042557203685,9.939566943096144e-05,0.004753475394689642,5.7324874793569094e-05
B1,0.0009277020729606753,0.11470383163627612,0.7491036528463653,0.024391658009361713,8.910734047526637,3.2780691265569413,39.314072303414314,0.0002446392738567893,0.0011653042557203685,9.939566943096144e-05,0.004753475394689642,5.7324874793569094e-05
B2,0.0031463087103700297,0.15531658350844196,1.1936594778513832,0.007360880261651028,6.570764011943472,2.9346640060646734,102.50034127826275,1.4317902298485726e-05,0.0002275586191163702,0.0004723444617425594,0.00011005313035000324,4.5004371023819745e-05
B3,0.0031463087103700297,0.15531658350844196,1.1936594778513832,0.007360880261651028,6.570764011943472,2.9346640060646734,102.50034127826275,1.4317902298485726e-05,0.0002275586191163702,0.0004723444617425594,0.00011005313035000324,4.5004371023819745e-05
B4,0.0031463087103700297,0.15531658350844196,1.1936594778513832,0.007360880261651028,6.570764011943472,2.9346640060646734,102.50034127826275,1.4317902298485726e-05,0.0002275586191163702,0.0004723444617425594,0.00011005313035000324,4.5004371023819745e-05
B5,0.0006609772243615035,0.07210896204593428,0.6709979221875153,0.003174300448522384,10.235411650351802,0.3285859106651058,69.70604450420812,2.4722609576362496e-05,0.0002308987591962999,8.46545857681957e-05,0.0004504022005122655,9.527954940961232e-05
B6,0.0006609772243615035,0.07210896204593428,0.6709979221875153,0.003174300448522384,10.235411650351802,0.3285859106651058,69.70604450420812,2.4722609576362496e-05,0.0002308987591962999,8.46545857681957e-05,0.0004504022005122655,9.527954940961232e-05
B7,0.0006609772243615035,0.07210896204593428,0.6709979221875153,0.003174300448522384,10.235411650351802,0.3285859106651058,69.70604450420812,2.4722609576362496e-05,0.0002308987591962999,8.46545857681957e-05,0.0004504022005122655,9.527954940961232e-05
B8,0.0028959068436055857,2.694506314960099,2.705554243260549,0.004144623905550992,10.053640245332282,0.20342585103858363,392.18786674397063,2.0961150603213732e-05,0.000674210367121578,0.0003304833507386879,0.001751354970547233,1.2607930824357616e-05
C1,0.0028959068436055857,2.694506314960099,2.705554243260549,0.004144623905550992,10.053640245332282,0.20342585103858363,392.18786674397063,2.0961150603213732e-05,0.000674210367121578,0.0003304833507386879,0.001751354970547233,1.2607930824357616e-05
C2,0.0028959068436055857,2.694506314960099,2.705554243260549,0.004144623905550992,10.053640245332282,0.20342585103858363,392.18786674397063,2.0961150603213732e-05,0.000674210367121578,0.0003304833507386879,0.001751354970547233,1.2607930824357616e-05
C3,0.0035694562025313874,0.13499608009856956,5.140923704520288,0.09999572110291385,13.041729559735797,0.13727129367206276,13.077056845043527,6.275118644680217e-05,0.00011796735078305503,0.0008646848689557779,0.0009883573368061136,0.00010828410240429756
C4,0.0035694562025313874,0.13499608009856956,5.140923704520288,0.09999572110291385,13.041729559735797,0.13727129367206276,13.077056845043527,6.275118644680217e-05,0.00011796735078305503,0.0008646848689557779,0.0009883573368061136,0.00010828410240429756
C5,0.0035694562025313874,0.13499608009856956,5.140923704520288,0.09999572110291385,13.041729559735797,0.13727129367206276,13.077056845043527,6.275118644680217e-05,0.00011796735078305503,0.0008646848689557779,0.0009883573368061136,0.00010828410240429756
C6,0.0024984440324635746,0.478785033949659,5.697715655934717,0.005074044914287579,12.5726324888516,2.4743190465653018,34.38118504105477,0.00019874838437342518,0.00026600432664446606,0.00040016224156710635,0.0001880547747504517,2.8068534197436814e-05
C7,0.0024984440324635746,0.478785033949659,5.697715655934717,0.005074044914287579,12.5726324888516,2.4743190465653018,34.38118504105477,0.00019874838437342518,0.00026600432664446606,0.00040016224156710635,0.0001880547747504517,2.8068534197436814e-05
C8,0.0024984440324635746,0.478785033949659,5.697715655934717,0.005074044914287579,12.5726324888516,2.4743190465653018,34.38118504105477,0.00019874838437342518,0.00026600432664446606,0.00040016224156710635,0.0001880547747504517,2.8068534197436814e-05
D1,0.030306591279535368,0.2469205581084557,0.344223805577828,0.04439782172165464,8.052031557491821,2.115414191986658,373.1583295796795,0.00029778546944123004,0.0018221884796009312,0.0006830102799704849,0.007325626161447339,6.9223704652147e-05
D2,0.030306591279535368,0.2469205581084557,0.344223805577828,0.04439782172165464,8.052031557491821,2.115414191986658,373.1583295796795,0.00029778546944123004,0.0018221884796009312,0.0006830102799704849,0.007325626161447339,6.9223704652147e-05
D3,0.030306591279535368,0.2469205581084557,0.344223805577828,0.04439782172165464,8.052031557491821,2.115414191986658,373.1583295796795,0.00029778546944123004,0.0018221884796009312,0.0006830102799704849,0.007325626161447339,6.9223704652147e-05
D4,0.0033073741276727422,0.2208056013912194,1.3734326072528649,0.0027694523134677487,7.072113000209787,0.16212725460226807,474.64116499917617,2.9051015871495802e-05,0.0004683642420507122,6.200559565356173e-05,0.00783668556151871,1.8853679201967134e-05
D5,0.0033073741276727422,0.2208056013912194,1.3734326072528649,0.0027694523134677487,7.072113000209787,0.16212725460226807,474.64116499917617,2.9051015871495802e-05,0.0004683642420507122,6.200559565356173e-05,0.00783668556151871,1.8853679201967134e-05
D6,0.0033073741276727422,0.2208056013912194,1.3734326072528649,0.0027694523134677487,7.072113000209787,0.16212725460226807,474.64116499917617,2.9051015871495802e-05,0.0004683642420507122,6.200559565356173e-05,0.00783668556151871,1.8853679201967134e-05
D7,0.0016646917422817533,0.38863166865448834,4.190736262165738,0.06120510339416775,10.69838837874456,0.2865507321664466,304.4953092669177,0.0002474934020648563,0.002234824465748703,4.5794065942433374e-05,0.0006667572441283822,4.8270302143852056e-05
D8,0.0016646917422817533,0.38863166865448834,4.190736262165738,0.06120510339416775,10.69838837874456,0.2865507321664466,304.4953092669177,0.0002474934020648563,0.002234824465748703,4.5794065942433374e-05,0.0006667572441283822,4.8270302143852056e-05
E1,0.0016646917422817533,0.38863166865448834,4.190736262165738,0.06120510339416775,10.69838837874456,0.2865507321664466,304.4953092669177,0.0002474934020648563,0.002234824465748703,4.5794065942433374e-05,0.0006667572441283822,4.8270302143852056e-05
E2,0.03982331612267635,2.7623793010592532,6.488606895535857,0.005635059292793014,9.196312275347644,1.6351824328612286,9.08178957890004,1.1767650451952987e-05,0.00028596995463912303,5.353806363544322e-05,0.00036968534254376676,3.6890026824937997e-05
E3,0.03982331612267635,2.7623793010592532,6.488606895535857,0.005635059292793014,9.196312275347644,1.6351824328612286,9.08178957890004,1.1767650451952987e-05,0.00028596995463912303,5.353806363544322e-05,0.00036968534254376676,3.6890026824937997e-05
E4,0.03982331612267635,2.7623793010592532,6.488606895535857,0.005635059292793014,9.196312275347644,1.6351824328612286,9.08178957890004,1.1767650451952987e-05,0.00028596995463912303,5.353806363544322e-05,0.00036968534254376676,3.6890026824937997e-05
E5,0.0351215162804129,0.9986718137576557,5.423431247262421,0.06906027066950014,7.219062395113462,1.854022896867559,201.5868707039568,3.0687639634043396e-06,0.0016925550820681744,0.0005457818143585801,0.001978446187883489,0.0009079683734754042
E6,0.0351215162804129,0.9986718137576557,5.423431247262421,0.06906027066950014,7.219062395113462,1.854022896867559,201.5868707039568,3.0687639634043396e-06,0.0016925550820681744,0.0005457818143585801,0.001978446187883489,0.0009079683734754042
E7,0.0351215162804129,0.9986718137576557,5.423431247262421,0.06906027066950014,7.219062395113462,1.854022896867559,201.5868707039568,3.0687639634043396e-06,0.0016925550820681744,0.0005457818143585801,0.001978446187883489,0.0009079683734754042
E8,0.001944164299217889,1.172598205191895,0.45555113011008797,0.00863299855254813,7.91104502071247,5.109907370640486,43.314028697995944,4.500981741777591e-05,0.0023096290786083946,5.0758028476090746e-05,0.005754485867257509,0.0006099448902061438
F1,0.001944164299217889,1.172598205191895,0.45555113011008797,0.00863299855254813,7.91104502071247,5.109907370640486,43.314028697995944,4.500981741777591e-05,0.0023096290786083946,5.0758028476090746e-05,0.005754485867257509,0.0006099448902061438
F2,0.001944164299217889,1.172598205191895,0.45555113011008797,0.00863299855254813,7.91104502071247,5.109907370640486,43.314028697995944,4.500981741777591e-05,0.0023096290786083946,5.0758028476090746e-05,0.005754485867257509,0.0006099448902061438
F3,0.009825786223453087,0.12749304157671196,0.5426489801367458,0.09258323587288725,12.14066001812814,0.3928711975159728,284.7809897158471,0.0001376990885267073,0.00015479030205305423,0.00018250248235451884,0.0041633085438042595,6.108117412846941e-05
F4,0.009825786223453087,0.12749304157671196,0.5426489801367458,0.09258323587288725,12.14066001812814,0.3928711975159728,284.7809897158471,0.0001376990885267073,0.00015479030205305423,0.00018250248235451884,0.0041633085438042595,6.108117412846941e-05
F5,0.009825786223453087,0.12749304157671196,0.5426489801367458,0.09258323587288725,12.14066001812814,0.3928711975159728,284.7809897158471,0.0001376990885267073,0.00015479030205305423,0.00018250248235451884,0.0041633085438042595,6.108117412846941e-05
F6,0.0039018432518694354,0.3172069706323256,1.3123458388729117,0.009853126438329213,9.731378831076078,0.5482212622405742,54.87377582730857,2.7411188689202886e-05,0.0002721943990096125,9.019388036312586e-05,0.0007299268517836025,9.296719792232196e-05
F7,0.0039018432518694354,0.3172069706323256,1.3123458388729117,0.009853126438329213,9.731378831076078,0.5482212622405742,54.87377582730857,2.7411188689202886e-05,0.0002721943990096125,9.019388036312586e-05,0.0007299268517836025,9.296719792232196e-05
F8,0.0039018432518694354,0.3172069706323256,1.3123458388729117,0.009853126438329213,9.731378831076078,0.5482212622405742,54.87377582730857,2.7411188689202886e-05,0.0002721943990096125,9.019388036312586e-05,0.0007299268517836025,9.296719792232196e-05
