Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l]
A1,40.0,4.0,0.029002029,3.736923908,0.513360071,2.660736404,0.005936699,12.3989507,1.580732174,36.22745222,0.000130185,0.000948826,0.000732131,0.002866176,0.000236544,0.05
B1,40.0,4.0,0.029002029,3.736923908,0.513360071,2.660736404,0.005936699,12.3989507,1.580732174,36.22745222,0.000130185,0.000948826,0.000732131,0.002866176,0.000236544,0.05
C1,40.0,4.0,0.029002029,3.736923908,0.513360071,2.660736404,0.005936699,12.3989507,1.580732174,36.22745222,0.000130185,0.000948826,0.000732131,0.002866176,0.000236544,0.05
D1,40.0,4.0,0.03723615,2.332746313,2.261265891,2.059551527,0.047315112,6.992900283,5.158769937,46.32132909,3.54e-05,0.000733234,0.000624987,0.007170397,0.000581621,0.05
E1,40.0,4.0,0.03723615,2.332746313,2.261265891,2.059551527,0.047315112,6.992900283,5.158769937,46.32132909,3.54e-05,0.000733234,0.000624987,0.007170397,0.000581621,0.05
F1,40.0,4.0,0.03723615,2.332746313,2.261265891,2.059551527,0.047315112,6.992900283,5.158769937,46.32132909,3.54e-05,0.000733234,0.000624987,0.007170397,0.000581621,0.05
A2,40.0,4.0,0.037236174,2.332746313,2.261265892,2.059551526,0.04731503,6.992900282,5.158769937,46.32132909,8.7e-05,0.000733871,0.000788858,0.00716969,0.000592366,0.05
B2,40.0,4.0,0.037236174,2.332746313,2.261265892,2.059551526,0.04731503,6.992900282,5.158769937,46.32132909,8.7e-05,0.000733871,0.000788858,0.00716969,0.000592366,0.05
C2,40.0,4.0,0.037236174,2.332746313,2.261265892,2.059551526,0.04731503,6.992900282,5.158769937,46.32132909,8.7e-05,0.000733871,0.000788858,0.00716969,0.000592366,0.05
D2,40.0,4.0,0.037483728,5.523541567,0.067196109,2.407638784,0.092065914,10.40417188,2.191248389,89.8530105,0.000109997,8.19e-05,0.000785449,0.004129572,0.000883724,0.05
E2,40.0,4.0,0.037483728,5.523541567,0.067196109,2.407638784,0.092065914,10.40417188,2.191248389,89.8530105,0.000109997,8.19e-05,0.000785449,0.004129572,0.000883724,0.05
F2,40.0,4.0,0.037483728,5.523541567,0.067196109,2.407638784,0.092065914,10.40417188,2.191248389,89.8530105,0.000109997,8.19e-05,0.000785449,0.004129572,0.000883724,0.05
A3,40.0,4.0,0.022171628,4.427161097,1.807034598,5.205039088,0.092823287,6.917255211,0.469274453,37.81567387,0.000126012,0.001517151,0.000714716,0.005324272,0.000531401,0.05
B3,40.0,4.0,0.022171628,4.427161097,1.807034598,5.205039088,0.092823287,6.917255211,0.469274453,37.81567387,0.000126012,0.001517151,0.000714716,0.005324272,0.000531401,0.05
C3,40.0,4.0,0.022171628,4.427161097,1.807034598,5.205039088,0.092823287,6.917255211,0.469274453,37.81567387,0.000126012,0.001517151,0.000714716,0.005324272,0.000531401,0.05
D3,40.0,4.0,0.03159297,6.04195374,0.089351031,0.991921326,0.004063886,7.331221944,4.909345402,81.34299929,0.000200904,0.00117503,0.000746207,0.002790535,0.00082011,0.05
E3,40.0,4.0,0.03159297,6.04195374,0.089351031,0.991921326,0.004063886,7.331221944,4.909345402,81.34299929,0.000200904,0.00117503,0.000746207,0.002790535,0.00082011,0.05
F3,40.0,4.0,0.03159297,6.04195374,0.089351031,0.991921326,0.004063886,7.331221944,4.909345402,81.34299929,0.000200904,0.00117503,0.000746207,0.002790535,0.00082011,0.05
A4,40.0,4.0,0.010830016,7.186694572,1.921656814,2.104857725,0.029276023,7.512627957,1.167557706,73.29279463,8.3e-05,0.000632029,0.000685545,0.002066372,0.000903087,0.05
B4,40.0,4.0,0.010830016,7.186694572,1.921656814,2.104857725,0.029276023,7.512627957,1.167557706,73.29279463,8.3e-05,0.000632029,0.000685545,0.002066372,0.000903087,0.05
C4,40.0,4.0,0.010830016,7.186694572,1.921656814,2.104857725,0.029276023,7.512627957,1.167557706,73.29279463,8.3e-05,0.000632029,0.000685545,0.002066372,0.000903087,0.05
D4,40.0,4.0,0.008694676,2.616547228,1.076826658,2.742553018,0.093100821,10.69587982,3.365133422,368.736126,6.65e-05,0.001191272,0.0004557,0.00601528,0.000631509,0.05
E4,40.0,4.0,0.008694676,2.616547228,1.076826658,2.742553018,0.093100821,10.69587982,3.365133422,368.736126,6.65e-05,0.001191272,0.0004557,0.00601528,0.000631509,0.05
F4,40.0,4.0,0.008694676,2.616547228,1.076826658,2.742553018,0.093100821,10.69587982,3.365133422,368.736126,6.65e-05,0.001191272,0.0004557,0.00601528,0.000631509,0.05
A5,40.0,4.0,0.005711867,3.366049102,1.989437216,3.998032136,0.094307329,9.289903003,1.955616967,361.2898756,0.000283837,0.001735159,0.000303793,0.003710401,0.000612642,0.05
B5,40.0,4.0,0.005711867,3.366049102,1.989437216,3.998032136,0.094307329,9.289903003,1.955616967,361.2898756,0.000283837,0.001735159,0.000303793,0.003710401,0.000612642,0.05
C5,40.0,4.0,0.005711867,3.366049102,1.989437216,3.998032136,0.094307329,9.289903003,1.955616967,361.2898756,0.000283837,0.001735159,0.000303793,0.003710401,0.000612642,0.05
D5,40.0,4.0,0.024141804,2.950170189,1.871189825,2.134100959,0.094861735,8.210411129,4.055406374,427.6989335,0.000273753,0.000752348,0.000472997,0.00481819,0.000636502,0.05
E5,40.0,4.0,0.024141804,2.950170189,1.871189825,2.134100959,0.094861735,8.210411129,4.055406374,427.6989335,0.000273753,0.000752348,0.000472997,0.00481819,0.000636502,0.05
F5,40.0,4.0,0.024141804,2.950170189,1.871189825,2.134100959,0.094861735,8.210411129,4.055406374,427.6989335,0.000273753,0.000752348,0.000472997,0.00481819,0.000636502,0.05
A6,40.0,4.0,0.034935067,2.620794812,1.899662231,0.986369856,0.075399741,9.461043135,4.454125214,438.6475617,0.000249388,0.002728572,0.000594921,0.001216895,0.000956729,0.05
B6,40.0,4.0,0.034935067,2.620794812,1.899662231,0.986369856,0.075399741,9.461043135,4.454125214,438.6475617,0.000249388,0.002728572,0.000594921,0.001216895,0.000956729,0.05
C6,40.0,4.0,0.034935067,2.620794812,1.899662231,0.986369856,0.075399741,9.461043135,4.454125214,438.6475617,0.000249388,0.002728572,0.000594921,0.001216895,0.000956729,0.05
D6,40.0,4.0,0.032778936,6.032641106,0.987640454,2.046526611,0.01520436,8.100257971,3.540027485,235.085264,3.37e-05,0.002763499,0.00024606,0.004589747,0.00091296,0.05
E6,40.0,4.0,0.032778936,6.032641106,0.987640454,2.046526611,0.01520436,8.100257971,3.540027485,235.085264,3.37e-05,0.002763499,0.00024606,0.004589747,0.00091296,0.05
F6,40.0,4.0,0.032778936,6.032641106,0.987640454,2.046526611,0.01520436,8.100257971,3.540027485,235.085264,3.37e-05,0.002763499,0.00024606,0.004589747,0.00091296,0.05
A7,40.0,4.0,0.023870578,8.995839985,1.880084387,3.776429491,0.074452761,9.884826138,0.975654469,462.4295085,0.000252297,0.00288842,0.000329271,0.003533436,0.000856773,0.05
B7,40.0,4.0,0.023870578,8.995839985,1.880084387,3.776429491,0.074452761,9.884826138,0.975654469,462.4295085,0.000252297,0.00288842,0.000329271,0.003533436,0.000856773,0.05
C7,40.0,4.0,0.023870578,8.995839985,1.880084387,3.776429491,0.074452761,9.884826138,0.975654469,462.4295085,0.000252297,0.00288842,0.000329271,0.003533436,0.000856773,0.05
D7,40.0,4.0,0.030973808,13.11274415,0.982281704,2.220678609,0.097840559,7.256409745,3.672025961,461.8163557,0.000113748,0.000193721,0.000543763,0.005805009,0.000758788,0.05
E7,40.0,4.0,0.030973808,13.11274415,0.982281704,2.220678609,0.097840559,7.256409745,3.672025961,461.8163557,0.000113748,0.000193721,0.000543763,0.005805009,0.000758788,0.05
F7,40.0,4.0,0.030973808,13.11274415,0.982281704,2.220678609,0.097840559,7.256409745,3.672025961,461.8163557,0.000113748,0.000193721,0.000543763,0.005805009,0.000758788,0.05
A8,40.0,4.0,0.020268894,16.63436584,1.144513628,2.277858897,0.098792767,9.359019692,4.062903044,418.8463647,5.81e-05,0.000742745,0.000350264,0.005877118,0.000636855,0.05
B8,40.0,4.0,0.020268894,16.63436584,1.144513628,2.277858897,0.098792767,9.359019692,4.062903044,418.8463647,5.81e-05,0.000742745,0.000350264,0.005877118,0.000636855,0.05
C8,40.0,4.0,0.020268894,16.63436584,1.144513628,2.277858897,0.098792767,9.359019692,4.062903044,418.8463647,5.81e-05,0.000742745,0.000350264,0.005877118,0.000636855,0.05
D8,40.0,4.0,0.004383256,18.00977239,0.293764184,1.437228428,0.010265634,8.593542239,0.485970274,46.32337101,2.79e-05,0.000304494,0.0001024,0.000780261,9.79e-05,0.05
E8,40.0,4.0,0.004383256,18.00977239,0.293764184,1.437228428,0.010265634,8.593542239,0.485970274,46.32337101,2.79e-05,0.000304494,0.0001024,0.000780261,9.79e-05,0.05
F8,40.0,4.0,0.004383256,18.00977239,0.293764184,1.437228428,0.010265634,8.593542239,0.485970274,46.32337101,2.79e-05,0.000304494,0.0001024,0.000780261,9.79e-05,0.05
