Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Water,Culture
A1,35.29411764705915,15.0,17.689999999999998,10.0,7.026724137931035,8.116723484848485,12.462499999999999,8.433218684210525,127.6553846153846,400.02017500000005,23.500000000000004,8.658333333333333,19.650000000000002,8.246875,6.999999999999999,5.0,771.2459480972328,15.0
A2,35.29411764705915,15.0,17.689999999999998,10.0,7.026724137931035,8.116723484848485,12.462499999999999,8.433218684210525,127.6553846153846,400.02017500000005,23.500000000000004,8.658333333333333,19.650000000000002,8.246875,6.999999999999999,5.0,771.2459480972328,15.0
A3,35.29411764705915,15.0,17.689999999999998,10.0,7.026724137931035,8.116723484848485,12.462499999999999,8.433218684210525,127.6553846153846,400.02017500000005,23.500000000000004,8.658333333333333,19.650000000000002,8.246875,6.999999999999999,5.0,771.2459480972328,15.0
A4,35.29411764705915,15.0,17.689999999999998,10.0,7.026724137931035,8.116723484848485,12.462499999999999,8.433218684210525,127.6553846153846,400.02017500000005,23.500000000000004,8.658333333333333,19.650000000000002,8.246875,6.999999999999999,5.0,771.2459480972328,15.0
A5,35.29411764705915,15.0,17.689999999999998,10.0,7.026724137931035,8.116723484848485,12.462499999999999,8.433218684210525,127.6553846153846,400.02017500000005,23.500000000000004,8.658333333333333,19.650000000000002,8.246875,6.999999999999999,5.0,771.2459480972328,15.0
A6,35.29411764705915,15.0,17.689999999999998,10.0,7.026724137931035,8.116723484848485,12.462499999999999,8.433218684210525,127.6553846153846,400.02017500000005,23.500000000000004,8.658333333333333,19.650000000000002,8.246875,6.999999999999999,5.0,771.2459480972328,15.0
A7,35.29411764705868,15.0,7.116875,10.0,84.75020689655172,20.535943181818183,16.42675,6.680514473684211,398.65875000000005,494.83355200000005,10.166666666666668,18.84166666666667,23.85,10.368750000000002,11.5,5.0,315.97620746755376,15.0
A8,35.29411764705868,15.0,7.116875,10.0,84.75020689655172,20.535943181818183,16.42675,6.680514473684211,398.65875000000005,494.83355200000005,10.166666666666668,18.84166666666667,23.85,10.368750000000002,11.5,5.0,315.97620746755376,15.0
B1,35.29411764705868,15.0,7.116875,10.0,84.75020689655172,20.535943181818183,16.42675,6.680514473684211,398.65875000000005,494.83355200000005,10.166666666666668,18.84166666666667,23.85,10.368750000000002,11.5,5.0,315.97620746755376,15.0
B2,35.29411764705868,15.0,7.116875,10.0,84.75020689655172,20.535943181818183,16.42675,6.680514473684211,398.65875000000005,494.83355200000005,10.166666666666668,18.84166666666667,23.85,10.368750000000002,11.5,5.0,315.97620746755376,15.0
B3,35.29411764705868,15.0,7.116875,10.0,84.75020689655172,20.535943181818183,16.42675,6.680514473684211,398.65875000000005,494.83355200000005,10.166666666666668,18.84166666666667,23.85,10.368750000000002,11.5,5.0,315.97620746755376,15.0
B4,35.29411764705868,15.0,7.116875,10.0,84.75020689655172,20.535943181818183,16.42675,6.680514473684211,398.65875000000005,494.83355200000005,10.166666666666668,18.84166666666667,23.85,10.368750000000002,11.5,5.0,315.97620746755376,15.0
B5,35.29411764705887,15.0,9.87375,10.0,27.62737931034483,12.855496212121212,16.6935,8.974892368421052,56.8175,405.639898,17.416666666666668,9.616666666666667,82.95000000000002,12.734375,24.649999999999995,5.0,733.8557581287207,15.0
B6,35.29411764705887,15.0,9.87375,10.0,27.62737931034483,12.855496212121212,16.6935,8.974892368421052,56.8175,405.639898,17.416666666666668,9.616666666666667,82.95000000000002,12.734375,24.649999999999995,5.0,733.8557581287207,15.0
B7,35.29411764705887,15.0,9.87375,10.0,27.62737931034483,12.855496212121212,16.6935,8.974892368421052,56.8175,405.639898,17.416666666666668,9.616666666666667,82.95000000000002,12.734375,24.649999999999995,5.0,733.8557581287207,15.0
B8,35.29411764705887,15.0,9.87375,10.0,27.62737931034483,12.855496212121212,16.6935,8.974892368421052,56.8175,405.639898,17.416666666666668,9.616666666666667,82.95000000000002,12.734375,24.649999999999995,5.0,733.8557581287207,15.0
C1,35.29411764705887,15.0,9.87375,10.0,27.62737931034483,12.855496212121212,16.6935,8.974892368421052,56.8175,405.639898,17.416666666666668,9.616666666666667,82.95000000000002,12.734375,24.649999999999995,5.0,733.8557581287207,15.0
C2,35.29411764705887,15.0,9.87375,10.0,27.62737931034483,12.855496212121212,16.6935,8.974892368421052,56.8175,405.639898,17.416666666666668,9.616666666666667,82.95000000000002,12.734375,24.649999999999995,5.0,733.8557581287207,15.0
C3,35.29411764705893,15.0,13.540625,10.0,24.710137931034478,8.377189393939393,14.716249999999999,13.270106842105264,36.535961538461535,460.093519,20.500000000000004,17.93333333333333,34.35,11.55,9.425,5.0,754.7037593140672,15.0
C4,35.29411764705893,15.0,13.540625,10.0,24.710137931034478,8.377189393939393,14.716249999999999,13.270106842105264,36.535961538461535,460.093519,20.500000000000004,17.93333333333333,34.35,11.55,9.425,5.0,754.7037593140672,15.0
C5,35.29411764705893,15.0,13.540625,10.0,24.710137931034478,8.377189393939393,14.716249999999999,13.270106842105264,36.535961538461535,460.093519,20.500000000000004,17.93333333333333,34.35,11.55,9.425,5.0,754.7037593140672,15.0
C6,35.29411764705893,15.0,13.540625,10.0,24.710137931034478,8.377189393939393,14.716249999999999,13.270106842105264,36.535961538461535,460.093519,20.500000000000004,17.93333333333333,34.35,11.55,9.425,5.0,754.7037593140672,15.0
C7,35.29411764705893,15.0,13.540625,10.0,24.710137931034478,8.377189393939393,14.716249999999999,13.270106842105264,36.535961538461535,460.093519,20.500000000000004,17.93333333333333,34.35,11.55,9.425,5.0,754.7037593140672,15.0
C8,35.29411764705893,15.0,13.540625,10.0,24.710137931034478,8.377189393939393,14.716249999999999,13.270106842105264,36.535961538461535,460.093519,20.500000000000004,17.93333333333333,34.35,11.55,9.425,5.0,754.7037593140672,15.0
D1,35.29411764705896,15.0,8.0875,21.06907,57.87268965517241,15.389666666666667,24.638,7.073039210526316,9.108846153846153,385.72964300000007,17.5,24.475,20.775000000000002,9.625,12.875000000000004,5.0,815.4874276667294,15.0
D2,35.29411764705896,15.0,8.0875,21.06907,57.87268965517241,15.389666666666667,24.638,7.073039210526316,9.108846153846153,385.72964300000007,17.5,24.475,20.775000000000002,9.625,12.875000000000004,5.0,815.4874276667294,15.0
D3,35.29411764705896,15.0,8.0875,21.06907,57.87268965517241,15.389666666666667,24.638,7.073039210526316,9.108846153846153,385.72964300000007,17.5,24.475,20.775000000000002,9.625,12.875000000000004,5.0,815.4874276667294,15.0
D4,35.29411764705896,15.0,8.0875,21.06907,57.87268965517241,15.389666666666667,24.638,7.073039210526316,9.108846153846153,385.72964300000007,17.5,24.475,20.775000000000002,9.625,12.875000000000004,5.0,815.4874276667294,15.0
D5,35.29411764705896,15.0,8.0875,21.06907,57.87268965517241,15.389666666666667,24.638,7.073039210526316,9.108846153846153,385.72964300000007,17.5,24.475,20.775000000000002,9.625,12.875000000000004,5.0,815.4874276667294,15.0
D6,35.29411764705896,15.0,8.0875,21.06907,57.87268965517241,15.389666666666667,24.638,7.073039210526316,9.108846153846153,385.72964300000007,17.5,24.475,20.775000000000002,9.625,12.875000000000004,5.0,815.4874276667294,15.0
D7,35.294117647058755,15.0,22.103125000000002,62.5352545,91.67244827586207,7.739943181818181,6.4205,7.166424473684209,475.0360576923078,463.31279700000005,10.583333333333334,5.466666666666667,5.275,5.790625,24.75,5.0,241.85370722926882,15.0
D8,35.294117647058755,15.0,22.103125000000002,62.5352545,91.67244827586207,7.739943181818181,6.4205,7.166424473684209,475.0360576923078,463.31279700000005,10.583333333333334,5.466666666666667,5.275,5.790625,24.75,5.0,241.85370722926882,15.0
E1,35.294117647058755,15.0,22.103125000000002,62.5352545,91.67244827586207,7.739943181818181,6.4205,7.166424473684209,475.0360576923078,463.31279700000005,10.583333333333334,5.466666666666667,5.275,5.790625,24.75,5.0,241.85370722926882,15.0
E2,35.294117647058755,15.0,22.103125000000002,62.5352545,91.67244827586207,7.739943181818181,6.4205,7.166424473684209,475.0360576923078,463.31279700000005,10.583333333333334,5.466666666666667,5.275,5.790625,24.75,5.0,241.85370722926882,15.0
E3,35.294117647058755,15.0,22.103125000000002,62.5352545,91.67244827586207,7.739943181818181,6.4205,7.166424473684209,475.0360576923078,463.31279700000005,10.583333333333334,5.466666666666667,5.275,5.790625,24.75,5.0,241.85370722926882,15.0
E4,35.294117647058755,15.0,22.103125000000002,62.5352545,91.67244827586207,7.739943181818181,6.4205,7.166424473684209,475.0360576923078,463.31279700000005,10.583333333333334,5.466666666666667,5.275,5.790625,24.75,5.0,241.85370722926882,15.0
E5,35.29411764705895,15.0,21.834375,13.103975000000002,65.50558620689655,18.68125,18.849999999999998,7.46924447368421,428.28125,438.647562,20.75,22.741666666666667,14.875000000000002,76.0625,23.924999999999997,5.0,258.97847300569373,15.0
E6,35.29411764705895,15.0,21.834375,13.103975000000002,65.50558620689655,18.68125,18.849999999999998,7.46924447368421,428.28125,438.647562,20.75,22.741666666666667,14.875000000000002,76.0625,23.924999999999997,5.0,258.97847300569373,15.0
E7,35.29411764705895,15.0,21.834375,13.103975000000002,65.50558620689655,18.68125,18.849999999999998,7.46924447368421,428.28125,438.647562,20.75,22.741666666666667,14.875000000000002,76.0625,23.924999999999997,5.0,258.97847300569373,15.0
E8,35.29411764705895,15.0,21.834375,13.103975000000002,65.50558620689655,18.68125,18.849999999999998,7.46924447368421,428.28125,438.647562,20.75,22.741666666666667,14.875000000000002,76.0625,23.924999999999997,5.0,258.97847300569373,15.0
F1,35.29411764705895,15.0,21.834375,13.103975000000002,65.50558620689655,18.68125,18.849999999999998,7.46924447368421,428.28125,438.647562,20.75,22.741666666666667,14.875000000000002,76.0625,23.924999999999997,5.0,258.97847300569373,15.0
F2,35.29411764705895,15.0,21.834375,13.103975000000002,65.50558620689655,18.68125,18.849999999999998,7.46924447368421,428.28125,438.647562,20.75,22.741666666666667,14.875000000000002,76.0625,23.924999999999997,5.0,258.97847300569373,15.0
F3,35.294117647058535,15.0,50.50000000000001,10.3510955,9.820206896551722,22.646477272727275,48.105000000000004,6.79443394736842,45.869038461538466,50.425498000000005,50.0,46.333333333333336,48.5,47.8125,52.50000000000001,5.0,940.0482989414222,15.0
F4,35.294117647058535,15.0,50.50000000000001,10.3510955,9.820206896551722,22.646477272727275,48.105000000000004,6.79443394736842,45.869038461538466,50.425498000000005,50.0,46.333333333333336,48.5,47.8125,52.50000000000001,5.0,940.0482989414222,15.0
F5,35.294117647058535,15.0,50.50000000000001,10.3510955,9.820206896551722,22.646477272727275,48.105000000000004,6.79443394736842,45.869038461538466,50.425498000000005,50.0,46.333333333333336,48.5,47.8125,52.50000000000001,5.0,940.0482989414222,15.0
F6,35.294117647058535,15.0,50.50000000000001,10.3510955,9.820206896551722,22.646477272727275,48.105000000000004,6.79443394736842,45.869038461538466,50.425498000000005,50.0,46.333333333333336,48.5,47.8125,52.50000000000001,5.0,940.0482989414222,15.0
F7,35.294117647058535,15.0,50.50000000000001,10.3510955,9.820206896551722,22.646477272727275,48.105000000000004,6.79443394736842,45.869038461538466,50.425498000000005,50.0,46.333333333333336,48.5,47.8125,52.50000000000001,5.0,940.0482989414222,15.0
F8,35.294117647058535,15.0,50.50000000000001,10.3510955,9.820206896551722,22.646477272727275,48.105000000000004,6.79443394736842,45.869038461538466,50.425498000000005,50.0,46.333333333333336,48.5,47.8125,52.50000000000001,5.0,940.0482989414222,15.0
